,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,BLOCK,,,,LOT,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,Page83of 284,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,,STREET1,,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,STATUS3,,,,BLOCK,,,,LOT,,

11213,,,954,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1394,,,,39,,

11213,,,958,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1395,,,,6,,

11213,,,961 TO 983,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1389,,,,72,,

11213,,,964,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1395,,,,7,,

11213,,,970,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,1395,,,,9,,

11213,,,972 TO 980,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1395,,,,13,,

11213,,,982 TO 988,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1395,,,,17,,

11213,,,995,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1389,,,,65,,

11213,,,1010,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1395,,,,26,,

11213,,,1014,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1395,,,,28,,

11213,,,1040,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1395,,,,41,,

11213,,,1045,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1390,,,,1,,

11213,,,1051,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1390,,,,77,,

11213,,,1054,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1396,,,,13,,

11213,,,1063,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1390,,,,73,,

11213,,,1081 TO 1083,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1390,,,,65,,

11213,,,1085,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1390,,,,62,,

11213,,,1089,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1390,,,,60,,

11213,,,1098,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1396,,,,30,,

11213,,,1102,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1396,,,,32,,

11213,,,1159,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1391,,,,61,,

11213,,,1165,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1391,,,,61,,

11213,,,1172,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,1397,,,,29,,

11213,,,1178,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1397,,,,32,,

11213,,,1181,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,1391,,,,53,,

11213,,,1187,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1391,,,,51,,

11213,,,1193,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1391,,,,49,,

11213,,,1196,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1397,,,,35,,

11213,,,1199,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1391,,,,47,,

11213,,,1205,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1391,,,,45,,

11213,,,1245,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1392,,,,23,,

11213,,,1281,,,,,,EASTERN,,,,,,PKWY,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1392,,,,44,,

11213,,,597,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1312,,,,1,,

11213,,,649,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1312,,,,55,,

11213,,,660,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,ARTICLES 14 & 15,,,,1326,,,,35,,

11213,,,672,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1326,,,,41,,

11213,,,674,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1426,,,,7,,

11213,,,698,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,,1426,,,,23,,

11213,,,701,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,1422,,,,64,,

11213,,,709,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,,1422,,,,61,,

11213,,,740,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1426,,,,40,,

11213,,,743,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1422,,,,42,,

11213,,,757,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1423,,,,1,,

11213,,,770 TO 798,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1427,,,,7,,

11213,,,800 TO 824,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,1427,,,,20,,

11213,,,853,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,ARTICLES 14 & 15,,,,1424,,,,63,,

11213,,,877 TO 889,,,,,,EMPIRE,,,,,,BLVD,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1424,,,,57,,

11213,,,12 TO 14,,,,,,FORD,,,,,,ST,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,1415,,,,31,,

11213,,,22 TO 24,,,,,,FORD,,,,,,ST,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,1415,,,,35,,

11213,,,1560,,,,,,FULTON,,,,,,ST,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1699,,,,7501,,

11213,,,1600,,,,,,FULTON,,,,,,ST,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1699,,,,27,,

11213,,,1620,,,,,,FULTON,,,,,,ST,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,SECTION610 OF PHFL 1699,,,,,,,,7504,,

11213,,,29,,,,,,HAMPTON,,,,,,PL,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1251,,,,57,,

11213,,,366,,,,,,HERKIMER,,,,,,ST,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,1871,,,,10,,

11213,,,400,,,,,,HERKIMER,,,,,,ST,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1871,,,,18,,

11213,,,412,,,,,,HERKIMER,,,,,,ST,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,1871,,,,30,,

11213,,,437,,,,,,HERKIMER,,,,,,ST,,,,44,,,,ALBANY,,,AVE,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (1-15),,,,1864,,,,44,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page84of 284,,,
,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,,STSUFX1,,,,BLDGNO2,,,STREET2,,,STSUFX2,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,STATUS3,,,BLOCK,,,,LOT,,

11213,,,475,,,,,HERKIMER,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,1699,,,,71,,

11213,,,516,,,,,HERKIMER,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,1705,,,,41,,

11213,,,527,,,,,HERKIMER,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,1699,,,,46,,

11213,,,575,,,,,HERKIMER,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1700,,,,62,,

11213,,,11,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1864,,,,73,,

11213,,,12,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1863,,,,44,,

11213,,,37,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1871,,,,5,,

11213,,,39,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1871,,,,3,,

11213,,,41,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1871,,,,2,,

11213,,,45,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1871,,,,105,,

11213,,,47,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1871,,,,104,,

11213,,,69,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1204,,,,1,,

11213,,,82,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1209,,,,43,,

11213,,,83,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1210,,,,9,,

11213,,,95,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1210,,,,4,,

11213,,,97,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1210,,,,3,,

11213,,,109,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1216,,,,3,,

11213,,,122,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1222,,,,41,,

11213,,,124,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1222,,,,42,,

11213,,,195,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1237,,,,5,,

11213,,,199,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1237,,,,3,,

11213,,,214,,,,,KINGSTON,,,,,AVE,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1243,,,,39,,

11213,,,876,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1263,,,,9,,

11213,,,1001,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1257,,,,46,,

11213,,,1005,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1257,,,,43,,

11213,,,1009,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1257,,,,41,,

11213,,,1170,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1388,,,,27,,

11213,,,1212,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,,1389,,,,12,,

11213,,,1226,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1389,,,,16,,

11213,,,1231,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1383,,,,64,,

11213,,,1234,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1389,,,,20,,

11213,,,1251,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1383,,,,57,,

11213,,,1253,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,1383,,,,56,,

11213,,,1267,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,1383,,,,52,,

11213,,,1271,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1383,,,,51,,

11213,,,1273,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1383,,,,50,,

11213,,,1299,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1384,,,,1,,

11213,,,1305,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1384,,,,77,,

11213,,,1309,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1384,,,,76,,

11213,,,1311,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1384,,,,74,,

11213,,,1339,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,SEC608,,,1384,,,,52,,

11213,,,1398,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1391,,,,17,,

11213,,,1411,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,1385,,,,69,,

11213,,,1474 TO 1476,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1392,,,,13,,

11213,,,1479,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1386,,,,73,,

11213,,,1482,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1392,,,,16,,

11213,,,1483,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1386,,,,70,,

11213,,,1491,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,1386,,,,68,,

11213,,,1519 TO 1525,,,,,LINCOLN,,,,,PL,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1386,,,,54,,

11213,,,679,,,,,MONTGOMERY,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1300,,,,1,,

11213,,,742,,,,,MONTGOMERY,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1312,,,,42,,

11213,,,760,,,,,MONTGOMERY,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1422,,,,5,,

11213,,,836,,,,,MONTGOMERY,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1422,,,,36,,

11213,,,840,,,,,MONTGOMERY,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,,1423,,,,7,,

11213,,,888,,,,,MONTGOMERY,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1423,,,,24,,

11213,,,899,,,,,MONTGOMERY,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1418,,,,49,,

11213,,,921,,,,,MONTGOMERY,,,,,ST,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,1419,,,,1,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,Page85of 284,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,,BLOCK,,,,LOT,,

11213,,,947,,,,,MONTGOMERY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1419,,,,62,,

11213,,,990,,,,,MONTGOMERY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1424,,,,33,,

11213,,,1000,,,,,MONTGOMERY,,,,,,ST,,,,414 TO 416,,,,UTICA,,,,AVE,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1424,,,,38,,

11213,,,1004 TO 1020,,,,,MONTGOMERY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1425,,,,6,,

11213,,,1024,,,,,MONTGOMERY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1425,,,,13,,

11213,,,1049,,,,,MONTGOMERY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1420,,,,61,,

11213,,,309,,,,,NEW YORK,,,,,,AVE,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1270,,,,7503,,

11213,,,315,,,,,NEW YORK,,,,,,AVE,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1277,,,,7,,

11213,,,319,,,,,NEW YORK,,,,,,AVE,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1277,,,,7,,

11213,,,320,,,,,NEW YORK,,,,,,AVE,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1276,,,,38,,

11213,,,322,,,,,NEW YORK,,,,,,AVE,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1276,,,,40,,

11213,,,324,,,,,NEW YORK,,,,,,AVE,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1276,,,,41,,

11213,,,363,,,,,NEW YORK,,,,,,AVE,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1291,,,,8,,

11213,,,1462,,,,,PACIFIC,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1210,,,,10,,

11213,,,1480,,,,,PACIFIC,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,421-A (1-15),,,1210,,,,15,,

11213,,,1508,,,,,PACIFIC,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,1210,,,,130,,

11213,,,1510,,,,,PACIFIC,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,1210,,,,131,,

11213,,,1526,,,,,PACIFIC,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1210,,,,38,,

11213,,,1545,,,,,PACIFIC,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1204,,,,58,,

11213,,,1561,,,,,PACIFIC,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1204,,,,50,,

11213,,,1564,,,,,PACIFIC,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1340,,,,23,,

11213,,,1568,,,,,PACIFIC,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,1340,,,,25,,

