,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,BLOCK,,,,LOT,,

11229,,,2306 TO 2320,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6825,,,27,,

11229,,,2317 TO 2325,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6826,,,66,,

11229,,,2330,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6825,,,33,,

11229,,,2345 TO 2355,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6826,,,48,,

11229,,,2350,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6825,,,37,,

11229,,,2363 TO 2377,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,7299,,,1,,

11229,,,2370,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7298,,,7,,

11229,,,2387,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7299,,,71,,

11229,,,2435,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7299,,,57,,

11229,,,2442,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,7298,,,41,,

11229,,,2477 TO 2481,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7325,,,75,,

11229,,,2530,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7324,,,36,,

11229,,,2540,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7324,,,42,,

11229,,,2566,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7352,,,15,,

11229,,,2630,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7352,,,39,,

11229,,,2633 TO 2643,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,7381,,,1,,

11229,,,2662,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7380,,,13,,

11229,,,2678,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7380,,,24,,

11229,,,2686,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7380,,,34,,

11229,,,2701,,,,OCEAN,,,,,AVE,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7381,,,73,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page219of 284,,,
,,,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,,STSUFX2,,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,BLOCK,,,LOT,,

11229,,,2704,,,,OCEAN,,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7380,,,42,,

11229,,,2709,,,,OCEAN,,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7381,,,65,,

11229,,,2718,,,,OCEAN,,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7380,,,48,,

11229,,,2753 TO 2763,,,,OCEAN,,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7405,,,58,,

11229,,,2765,,,,OCEAN,,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7405,,,52,,

11229,,,2770,,,,OCEAN,,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7404,,,20,,

11229,,,2781 TO 2799,,,,OCEAN,,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,7405,,,43,,

11229,,,2227,,,,PLUMB2ND,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,8827,,,18,,

11229,,,1701 TO 1711,,,,QUENTIN,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6780,,,44,,

11229,,,1710 TO 1718,,,,QUENTIN,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6800,,,4,,

11229,,,1719,,,,QUENTIN,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6780,,,39,,

11229,,,1811,,,,QUENTIN,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6781,,,40,,

11229,,,1900,,,,QUENTIN,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,6802,,,1,,

11229,,,1909,,,,QUENTIN,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6782,,,50,,

11229,,,1925,,,,QUENTIN,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,6782,,,43,,

11229,,,2000 TO 2012,,,,QUENTIN,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6803,,,1,,

11229,,,1075,,,,SHEEPSHEAD BAY,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7397,,,1,,

11229,,,1103,,,,SHEEPSHEAD BAY,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,7397,,,63,,

11229,,,1111,,,,SHEEPSHEAD BAY,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,7397,,,59,,

11229,,,1805 TO 1823,,,,STUART,,,,,,,ST,,,,1806 TO 1878,,,,BURNETT,,,,ST,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6841,,,1,,

11229,,,2339,,,,STUART,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,8824,,,56,,

11230,,,596,,,,ARGYLE,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,5233,,,8,,

11230,,,611,,,,ARGYLE,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,5234,,,37,,

11230,,,612,,,,ARGYLE,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,5233,,,15,,

11230,,,646,,,,ARGYLE,,,,,,,RD,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,5233,,,25,,

11230,,,649,,,,ARGYLE,,,,,,,RD,,,,1301 TO 1305,,,,FOSTER,,,,AVE,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,5234,,,35,,

11230,,,800,,,,AVENUE H,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6511,,,1,,

11230,,,900,,,,AVENUE H,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6512,,,1,,

11230,,,901,,,,AVENUE H,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6497,,,44,,

11230,,,1001,,,,AVENUE H,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6498,,,55,,

11230,,,1912,,,,AVENUE H,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,6703,,,45,,

11230,,,1918,,,,AVENUE H,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6703,,,49,,

11230,,,515,,,,AVENUE I,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6508,,,22,,

11230,,,1214,,,,AVENUE I,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6705,,,7,,

11230,,,1615,,,,AVENUE I,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,6700,,,38,,

11230,,,1620,,,,AVENUE I,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6709,,,1,,

11230,,,1921,,,,AVENUE I,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6703,,,1,,

11230,,,1013,,,,AVENUE J,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,6523,,,27,,

11230,,,1014,,,,AVENUE J,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6531,,,6,,

11230,,,1012,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6536,,,10,,

11230,,,1102 TO 1124,,,,AVENUE K,,,,,,,,,,,1443 TO 1451,,,,CONEY ISLAND,,,,AVE,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6722,,,1,,

11230,,,1123,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6713,,,41,,

11230,,,1201,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6714,,,41,,

11230,,,1202,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6723,,,1,,

11230,,,1214,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6723,,,6,,

11230,,,1301,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6715,,,47,,

11230,,,1302,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6724,,,1,,

11230,,,1311,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6715,,,42,,

11230,,,1314,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6724,,,6,,

11230,,,1402,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6725,,,1,,

11230,,,1417,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6716,,,42,,

11230,,,1916,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,6730,,,59,,

11230,,,1921,,,,AVENUE K,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6721,,,1,,

11230,,,615,,,,AVENUE L,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6532,,,49,,

11230,,,1420,,,,AVENUE L,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6734,,,9,,

11230,,,1800 TO 1814,,,,AVENUE L,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6738,,,1,,

11230,,,1816 TO 1818,,,,AVENUE L,,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6738,,,7,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page220of 284,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,,STSUFX1,,,,BLDGNO2,,,,,STREET2,,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,BLOCK,,,LOT,,

11230,,,1819 TO 1823,,,,AVENUE L,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6729,,,1,,

11230,,,1902,,,,AVENUE L,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6739,,,36,,

11230,,,1215,,,,AVENUE M,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,NON-EVICT COOP/CONDO,,,,,,,,6732,,,45,,

11230,,,1924 TO 1930,,,,AVENUE M,,,,,,,,,,1782 TO 1788,,,,,OCEAN,,,,AVE,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,421-A (16),,6748,,,11,,

11230,,,128,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6583,,,10,,

11230,,,210,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6584,,,4,,

11230,,,223,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6565,,,44,,

11230,,,414,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6586,,,6,,

11230,,,1014,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,6592,,,6,,

11230,,,1015,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6573,,,43,,

11230,,,1215,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6741,,,54,,

11230,,,1411,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6743,,,44,,

11230,,,1717,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,COOP/CONDO PLANFILE,,,,,,,,6746,,,44,,

11230,,,1801,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6747,,,52,,

11230,,,1901,,,,AVENUE N,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,6748,,,52,,

11230,,,264,,,,AVENUE O,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6607,,,1,,

11230,,,805,,,,AVENUE O,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6590,,,53,,

11230,,,1011,,,,AVENUE O,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6592,,,54,,

11230,,,1113 TO 1123,,,,AVENUE O,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6749,,,49,,

11230,,,1917,,,,AVENUE O,,,,,,,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6757,,,52,,

11230,,,1102 TO 1122,,,,CHESTNUT,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6740,,,11,,

11230,,,931 TO 955,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,5197,,,7501,,

11230,,,1035 TO 1041,,,,CONEY ISLAND,,,,,,AVE,,,,1101,,,,,FOSTER,,,,AVE,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,5232,,,7501,,

11230,,,1320,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6523,,,23,,

11230,,,1456,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,11,,

11230,,,1458,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,12,,

11230,,,1462,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,13,,

11230,,,1464,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,13,,

11230,,,1466,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,13,,

11230,,,1468,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,13,,

11230,,,1470,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,13,,

11230,,,1474,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,13,,

11230,,,1476,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,13,,

11230,,,1478,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6536,,,13,,

11230,,,1820,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6592,,,43,,

11230,,,1824,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6592,,,45,,

11230,,,1855,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6758,,,87,,

11230,,,1857,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,6758,,,86,,

11230,,,1863,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,6758,,,84,,

11230,,,1867,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6758,,,83,,

11230,,,1871,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6758,,,81,,

11230,,,1881,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6758,,,77,,

11230,,,1883,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,6758,,,75,,

11230,,,1889,,,,CONEY ISLAND,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6758,,,73,,

11230,,,702,,,,E 10TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6497,,,10,,

11230,,,801,,,,E 10TH,,,,,,ST,,,,1002,,,,,AVENUE H,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6513,,,1,,

11230,,,820,,,,E 10TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6512,,,12,,

11230,,,829,,,,E 10TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6513,,,73,,

11230,,,1491,,,,E 10TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6592,,,58,,

11230,,,1493,,,,E 10TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6592,,,57,,

11230,,,1495,,,,E 10TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6592,,,56,,

11230,,,1499,,,,E 10TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6592,,,55,,

11230,,,1501,,,,E 10TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6617,,,1,,

11230,,,816,,,,E 12TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6695,,,12,,

11230,,,960,,,,E 12TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6704,,,32,,

11230,,,1280,,,,E 12TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6731,,,39,,

11230,,,1335,,,,E 12TH,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6741,,,30,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page221of 284,,,
,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,STSUFX1,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,STATUS3,,BLOCK,,,LOT,,

11230,,,1414,,,,E 12TH,,,,ST,,,1122,,,,AVENUE N,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,6749,,,5,,

11230,,,800,,,,E 13TH,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,6696,,,9,,

11230,,,1013,,,,E 13TH,,,,ST,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,6715,,,79,,

